,NOM,NOMBRE
65669,FERNAN,144
65673,FERNAND,31156
65674,FERNANDA,539
65676,FERNANDE,8096
65679,FERNANDES,183
65681,FERNANDEZ,137
65689,FERNANDO,4461
65775,FERREIRA,207
65934,FETHI,670
66155,FIDEL,104
66157,FIDELE,263
66275,FIKRET,102
66338,FILIP,112
66339,FILIPA,108
66341,FILIPE,1154
66356,FILIPPO,241
66367,FILIZ,117
66402,FILOMENA,169
66413,FILS,1361
66507,FIONA,766
66616,FIRMIN,2004
66834,FLAVIA,158
66840,FLAVIE,854
66842,FLAVIEN,1597
66846,FLAVIO,211
66882,FLEUR,867
66950,FLEURY,273
67011,FLORA,1705
67041,FLORE,1697
67043,FLOREAL,265
67065,FLORENCE,26301
67087,FLORENT,11750
67093,FLORENTIN,714
67094,FLORENTINA,111
67095,FLORENTINE,325
67126,FLORIAN,11258
67131,FLORIANE,1798
67134,FLORIANNE,139
67156,FLORIE,364
67177,FLORIMOND,201
67180,FLORIN,706
67181,FLORINA,100
67189,FLORINE,778
67201,FLORIS,150
67316,FODE,120
67333,FODIL,114
67690,FORTUNATO,125
67693,FORTUNE,868
67695,FORTUNEE,352
67771,FOUAD,1774
67823,FOUED,289
68039,FOUZI,162
68040,FOUZIA,411
68077,FRA,172
68113,FRADJI,125
68175,FRAN,283
68181,FRANC,764
68182,FRANCA,192
68184,FRANCAISE,129
68198,FRANCE,12924
68214,FRANCELINE,173
68230,FRANCES,315
68233,FRANCESCA,732
68242,FRANCESCO,1850
68262,FRANCETTE,1304
68286,FRANCIA,161
68291,FRANCIANE,186
68335,FRANCINE,13088
68355,FRANCIS,48683
68360,FRANCISCA,434
68364,FRANCISCO,4078
68367,FRANCISCUS,107
68385,FRANCISQUE,786
68395,FRANCK,39995
68406,FRANCKIE,130
68421,FRANCKY,509
68429,FRANCO,1548
68431,FRANCOI,542
68438,FRANCOIS,147682
68439,FRANCOISE,76362
68539,FRANK,2645
68553,FRANKLIN,284
68561,FRANKY,150
68587,FRANS,169
68649,FRANTZ,1676
68672,FRANZ,552
68768,FRED,1644
68783,FREDDY,3560
68808,FREDERIC,70596
68815,FREDERICK,1330
68819,FREDERICO,169
68832,FREDERIK,370
68841,FREDERIQUE,11261
68873,FREDJ,170
68882,FREDO,110
68902,FREDY,568
69074,FRIDA,129
69102,FRIEDA,212
69126,FRIEDRICH,172
69192,FRITZ,298
69408,FULBERT,290
69429,FULGENCE,104
69454,FULVIO,109
69638,GABIN,422
69664,GABR,102
69670,GABRI,105
69672,GABRIE,156
69673,GABRIEL,32018
69674,GABRIELA,509
69675,GABRIELE,331
69681,GABRIELLA,253
69682,GABRIELLE,10931
69704,GABY,906
69788,GAEL,4617
69794,GAELE,135
69804,GAELLE,8068
69815,GAETAN,6828
69818,GAETANE,743
69827,GAETANO,347
69958,GAIL,105
70132,GALINA,162
70281,GAMAL,115
70555,GARABED,112
70579,GARANCE,228
70627,GARCIA,257
70681,GARETH,102
70832,GARRY,355
70853,GARY,1141
70897,GASPAR,103
70899,GASPARD,930
70963,GASTON,21941
71006,GATIEN,294
71140,GAUTHIER,1233
71146,GAUTIER,806
71182,GAVIN,107
71248,GAYLORD,303
71405,GE,175
71710,GEMMA,192
71827,GENEVIEVE,27191
71910,GENNARO,176
72004,GEO,170
72016,GEOFFRAY,181
72019,GEOFFREY,3447
72027,GEOFFROY,1765
72061,GEOR,132
72074,GEORG,354
72076,GEORGE,2173
72097,GEORGES,118135
72112,GEORGET,346
72118,GEORGETTE,15333
72134,GEORGI,136
72135,GEORGIA,267
72156,GEORGINA,580
72159,GEORGINE,157
72167,GEORGIOS,117
72239,GERALD,8011
72248,GERALDINE,8884
72277,GERARD,116928
72288,GERARDINE,135
72294,GERARDO,164
72301,GERARDUS,146
72319,GERAUD,509
72356,GERDA,123
72409,GERHARD,264
72465,GERMA,123
72466,GERMAI,142
72471,GERMAIN,11113
72472,GERMAINE,15694
72516,GERMINAL,132
72564,GEROME,311
72611,GERSENDE,139
72658,GERTRUDE,458
72670,GERVAIS,1391
72671,GERVAISE,218
72708,GERY,450
72964,GHANIA,134
73004,GHASSAN,125
73088,GHEORGHE,760
73217,GHISLAIN,4399
73218,GHISLAINE,10439
73258,GHIZLANE,108
73391,GHYSLAIN,146
73392,GHYSLAINE,645
73434,GIACOMO,275
73470,GIAN,177
73481,GIANCARLO,216
73500,GIANFRANCO,131
73517,GIANLUCA,100
73533,GIANNI,482
73713,GIL,1343
73734,GILBERT,51226
73736,GILBERTE,7228
73745,GILBERTO,160
73762,GILDA,495
73768,GILDAS,1777
73800,GILETTE,218
73840,GILLE,191
73848,GILLES,48736
73857,GILLETTE,254
73862,GILLIAN,291
73961,GINA,822
73984,GINES,267
73998,GINETTE,15428
74032,GINO,1932
74124,GIORGIO,305
74159,GIOVANI,189
74167,GIOVANNA,432
74171,GIOVANNI,2888
74214,GIRARD,113
74321,GISELA,178
74326,GISELE,18890
74337,GISELLE,353
74354,GISLAIN,179
74355,GISLAINE,583
74437,GIULIA,215
74442,GIULIANO,124
74446,GIULIO,125
74463,GIUSEPPE,1874
74466,GIUSEPPINA,160
74576,GLADYS,1284
74685,GLENN,199
74755,GLORIA,599
75056,GODEFROY,337
75271,GOKHAN,248
75385,GOMES,118
75415,GONCALVES,134
75478,GONTRAN,333
75494,GONZAGUE,434
75502,GONZALO,151
75549,GORAN,201
75585,GORDON,248
75898,GOULVEN,206
76154,GRACE,522
76187,GRACIEUSE,257
76227,GRAHAM,455
76421,GRATIEN,394
76488,GRAZIA,165
76503,GRAZIELLA,1099
76586,GREGOIRE,4224
76591,GREGOR,118
76606,GREGORIO,160
76616,GREGORY,14707
76780,GRIGORE,115
77034,GRZEGORZ,270
77331,GUENAEL,257
77334,GUENAELLE,213
77406,GUENOLA,108
77407,GUENOLE,147
77490,GUERINO,108
77698,GUIDO,532
77774,GUILAIN,117
77775,GUILAINE,490
77803,GUILENE,112
77820,GUILHEM,931
77829,GUILHERME,153
77884,GUILLAUME,32794
77921,GUILLEMETTE,586
77949,GUILLERMO,213
78152,GUISEPPE,1017
78171,GUISLAIN,187
78172,GUISLAINE,201
78532,GUNTER,220
78535,GUNTHER,217
78682,GURVAN,103
78719,GUSTAVE,7642
78729,GUSTAVO,169
78792,GUY,83585
78825,GUYLAIN,104
78827,GUYLAINE,1548
78837,GUYLENE,631
78970,GWENAEL,1455
78975,GWENAELLE,2584
78992,GWENDAL,315
79012,GWENDOLINE,1379
79039,GWENN,137
79043,GWENNAELLE,140
79071,GWENOLA,491
79072,GWENOLE,120
79113,GWLADYS,564
79223,GYSLAINE,126
79264,HA,159
79347,HABIB,2069
79348,HABIBA,433
79441,HACENE,714
79458,HACHEMI,279
79503,HACI,273
79569,HADDA,164
79633,HADI,320
79647,HADIDJA,106
79682,HADJ,588
79714,HADJI,139
79758,HADRIEN,559
79823,HAFEDH,104
79845,HAFID,596
79846,HAFIDA,401
79984,HAI,388
80104,HAIM,407
80245,HAJAR,106
80307,HAKAN,363
80323,HAKIM,2134
80324,HAKIMA,305
80463,HALIL,516
80470,HALIM,389
80471,HALIMA,701
80485,HALINA,108
80498,HALIT,116
80577,HAMADA,106
80585,HAMADI,307
80671,HAMDI,282
80690,HAMED,912
80733,HAMID,2586
80734,HAMIDA,269
80750,HAMIDOU,174
80817,HAMMADI,110
80849,HAMMOU,152
80883,HAMOU,189
80942,HAMZA,1339
80958,HAN,110
80959,HANA,171
80986,HANAN,148
80988,HANANE,593
81066,HANG,108
81081,HANI,100
81153,HANNA,433
81160,HANNAH,279
81248,HANS,1111
81322,HAO,110
81453,HARALD,217
81738,HARMONIE,224
81740,HARMONY,151
81757,HAROLD,848
81773,HAROUN,124
81774,HAROUNA,155
81839,HARRY,1329
81904,HARUN,147
81947,HASAN,1174
82049,HASNA,156
82084,HASSAN,3214
82093,HASSANE,603
82113,HASSEN,1020
82141,HASSINA,141
82143,HASSINE,178
82200,HATEM,372
82216,HATICE,288
82411,HAWA,197
82457,HAYAT,353
82474,HAYDAR,142
82493,HAYET,195
82664,HE,178
82682,HEATHER,146
82754,HECTOR,1265
82789,HEDI,1248
82835,HEDWIGE,144
82932,HEIDI,408
82994,HEINRICH,191
83002,HEINZ,317
83078,HELDER,378
83100,HELEN,887
83101,HELENA,1529
83105,HELENE,48309
83142,HELGA,254
83279,HELMUT,283
83295,HELOISE,1120
83340,HELYETTE,101
83440,HEN,182
83492,HENDRIK,253
83523,HENG,139
83616,HENR,224
83619,HENRI,123219
83636,HENRICUS,106
83637,HENRIE,128
83647,HENRIETTE,14785
83671,HENRIQUE,565
83690,HENRY,7579
83696,HENRYK,143
83782,HERBERT,598
83964,HERMAN,352
83968,HERMANCE,169
83978,HERMANN,740
84041,HERMINE,591
84047,HERMINIE,104
84048,HERMINIO,127
84216,HERVE,34897
84223,HERVELINE,130
84494,HICHAM,1833
84495,HICHAME,107
84499,HICHEM,805
84565,HIEN,178
84625,HILAIRE,1265
84639,HILARIO,118
84645,HILARY,110
84652,HILDA,255
84806,HIND,242
84884,HIPPOLYTE,1289
85144,HO,136
85145,HOA,282
85152,HOANG,298
85207,HOCINE,2352
85479,HOMME,105
85525,HONG,535
85617,HONORAT,131
85621,HONORE,2237
85631,HONORINE,572
85689,HORACE,192
85691,HORACIO,178
85800,HORST,238
85815,HORTENSE,1084
85905,HOSSEIN,163
85973,HOUARI,292
86001,HOUCINE,514
86005,HOUDA,300
86126,HOUMADI,147
86205,HOURIA,628
86279,HOUSSAM,110
86303,HOUSSEM,133
86326,HOUSSINE,289
86422,HOWARD,175
86567,HUA,130
86656,HUBERT,21610
86659,HUBERTE,256
86711,HUE,100
86740,HUGH,169
86748,HUGO,4397
86771,HUGUES,9114
86778,HUGUETTE,11514
86789,HUI,118
86915,HULYA,127
86931,HUMBERT,384
86935,HUMBERTO,269
86973,HUNG,359
86997,HUONG,212
87089,HUSEYIN,1054
87121,HUSSAIN,231
87129,HUSSEIN,241
87169,HUU,186
87179,HUY,169
87228,HYACINTHE,893
87474,IAN,888
87657,IBRAHIM,2442
87658,IBRAHIMA,1039
87810,IDA,1970
87932,IDIR,479
87985,IDRIS,230
87989,IDRISS,467
87990,IDRISSA,193
88170,IGNACE,1109
88176,IGNACIO,257
88215,IGOR,1068
88282,IHSAN,127
88393,IKRAM,120
88438,ILAN,238
88439,ILANA,102
88483,ILDA,171
88525,ILEANA,108
88561,ILHAM,260
88567,ILHAN,133
88585,ILIAS,167
88600,ILIDIO,159
88602,ILIE,172
88769,ILONA,185
88787,ILSE,101
88822,ILYAS,242
88830,ILYES,195
88849,IMAD,547
88876,IMAN,118
88878,IMANE,385
88916,IMED,373
88929,IMEN,162
88932,IMENE,111
89041,IMRAN,106
89139,INCARNATION,151
89215,INDIVISION,136
89285,INES,2284
89325,INGE,126
89330,INGEBORG,129
89375,INGRID,4658
89427,INNA,115
89444,INNOCENT,226
89607,IOAN,754
89608,IOANA,237
89619,IOANNIS,111
89647,ION,825
89657,IONEL,259
89678,IONUT,323
89704,IOSIF,105
89776,IQBAL,112
89860,IRENA,185
89865,IRENE,10805
89866,IRENEE,1282
89892,IRFAN,174
89928,IRINA,694
89941,IRIS,732
89965,IRMA,1308
89992,IRMINE,107
90078,ISA,199
90081,ISAAC,1454
90100,ISABEL,1483
90107,ISABELLA,198
90108,ISABELLE,64561
90157,ISAIE,143
90175,ISALINE,112
90220,ISAURE,147
90373,ISIDORE,1531
90381,ISIDRO,127
90400,ISIS,122
90436,ISLAM,180
90466,ISMAEL,1530
90496,ISMAIL,1460
90555,ISMET,218
90642,ISRAEL,343
90657,ISSA,381
90683,ISSAM,597
90811,ISTVAN,120
90862,ITALO,247
90980,IULIAN,185
91020,IVAN,2298
91021,IVANA,168
91151,IVO,149
91204,IWONA,112
91452,JAC,105
91462,JACEK,240
91497,JACINTHE,107
91500,JACINTO,201
91506,JACK,3900
91520,JACKI,445
91523,JACKIE,4144
91542,JACKSON,208
91546,JACKY,21037
91565,JACOB,1491
91577,JACOBUS,165
91597,JACQ,155
91610,JACQU,112
91616,JACQUE,380
91632,JACQUELIN,229
91635,JACQUELINE,51031
91665,JACQUES,170488
91686,JACQUI,124
91688,JACQUIE,187
91716,JACQUY,317
91741,JADE,696
91945,JAIME,702
92045,JAKY,109
92054,JALAL,200
92068,JALEL,185
92123,JAMAA,128
92141,JAMAL,1379
92177,JAMEL,1168
92194,JAMES,7722
92214,JAMIL,175
92215,JAMILA,705
92286,JAN,1429
92287,JANA,140
92335,JANE,3159
92358,JANET,315
92366,JANETTE,126
92385,JANICE,129
92389,JANICK,931
92395,JANIE,187
92417,JANINA,127
92418,JANINE,10781
92425,JANIQUE,232
92478,JANNICK,550
92489,JANNINE,131
92494,JANNY,210
92550,JANUSZ,195
92555,JANVIER,140
92561,JANY,1025
92603,JAOUAD,503
92642,JAQUELINE,232
92646,JAQUES,134
92747,JAROSLAW,133
92836,JASMIN,176
92839,JASMINE,509
92853,JASON,1602
92990,JAVIER,518
93003,JAWAD,298
93086,JAYNE,180
93138,JE,164
93139,JEA,331
93168,JEAN,610184
93200,JEANE,107
93213,JEANETTE,313
93240,JEANINE,14664
93243,JEANINNE,133
93278,JEANN,209
93285,JEANNE,60363
93309,JEANNETTE,3341
93320,JEANNICK,424
93323,JEANNIE,365
93334,JEANNINE,17929
93357,JEANNOT,631
93363,JEANNY,190
93534,JEFF,288
93541,JEFFERSON,205
93551,JEFFREY,386
93586,JEHAN,303
93592,JEHANNE,187
93800,JENIFER,104
93827,JENNA,183
93851,JENNIFER,7609
93866,JENNY,1425
93869,JENNYFER,279
93888,JENS,106
93914,JEOFFREY,142
93988,JEREMI,116
93992,JEREMIE,4618
93997,JEREMY,14854
94065,JEROME,39879
94074,JEROMINE,122
94086,JERONIMO,124
94104,JERRY,420
94130,JERZY,254
94182,JESSE,149
94193,JESSICA,7345
94195,JESSIE,650
94212,JESSY,1581
94248,JESUS,1814
94498,JIAN,114
94675,JIE,118
94723,JIHAD,120
94731,JIHANE,135
94763,JILALI,155
94792,JILL,245
94814,JIM,626
94839,JIMMY,4860
94852,JIN,129
94879,JING,189
95203,JO,483
95213,JOACHIM,2770
95265,JOAN,968
95266,JOANA,309
95304,JOANNA,1259
95307,JOANNE,534
95310,JOANNES,981
95325,JOANNY,494
95334,JOAO,3553
95346,JOAQUIM,3810
95350,JOAQUIN,342
95412,JOCELIN,168
95414,JOCELINE,182
95426,JOCELYN,3149
95428,JOCELYNE,15087
95516,JOE,408
95534,JOEL,39622
95551,JOELLE,17370
95610,JOFFREY,854
95639,JOHAN,3941
95640,JOHANA,314
95655,JOHANN,2793
95656,JOHANNA,3199
95659,JOHANNE,651
95664,JOHANNES,1004
95712,JOHN,6856
95741,JOHNNY,2729
95752,JOHNY,548
95822,JOLANTA,132
95914,JON,151
95933,JONAS,686
95946,JONATHAN,14514
96116,JORDAN,3187
96119,JORDANE,525
96136,JORDI,275
96145,JORDY,322
96158,JORG,158
96161,JORGE,2861
96201,JORIS,1057
96235,JOS,370
96271,JOSE,38763
96282,JOSEE,2925
96284,JOSEF,340
96285,JOSEFA,387
96323,JOSELINE,231
96327,JOSELITO,270
96337,JOSELYNE,280
96355,JOSEP,616
96360,JOSEPH,117082
96361,JOSEPHA,619
96366,JOSEPHE,3405
96381,JOSEPHINE,8186
96423,JOSETTE,23438
96438,JOSHUA,206
96451,JOSIAN,422
96453,JOSIANE,17422
96458,JOSIANNE,332
96468,JOSIE,206
96531,JOSPEH,196
96546,JOSSE,101
96553,JOSSELIN,719
96554,JOSSELINE,412
96557,JOSSELYNE,290
96605,JOSUE,769
96616,JOSY,279
96620,JOSYANE,553
96919,JOY,480
96925,JOYCE,345
96967,JOZEF,305
97026,JUAN,2918
97027,JUANA,283
97044,JUANITA,134
97047,JUANITO,126
97127,JUDE,226
97140,JUDES,174
97149,JUDICAEL,351
97173,JUDITH,1852
97303,JUL,114
97337,JULES,18861
97349,JULI,126
97350,JULIA,5176
97352,JULIAN,1153
97353,JULIANA,404
97355,JULIANE,260
97379,JULIE,24210
97385,JULIEN,56752
97391,JULIENNE,2698
97402,JULIET,125
97409,JULIETTE,13403
97429,JULIO,958
97447,JULIUS,120
97535,JUN,152
97553,JUNE,102
97604,JUNIOR,464
97716,JURGEN,365
97791,JUST,234
97798,JUSTE,252
97813,JUSTIN,3254
97815,JUSTINE,5479
97848,JUTTA,107
98053,KACEM,235
98070,KACI,168
98085,KADA,144
98111,KADDOUR,402
98122,KADER,565
98147,KADIATOU,100
98181,KADIR,327
98340,KAHINA,237
98374,KAI,118
98441,KAIS,295
98812,KAMAL,1388
98894,KAMEL,4283
98941,KAMIL,274
99459,KARAMBA,126
99515,KAREL,239
99519,KARELLE,143
99526,KAREN,2537
99529,KARENE,149
99580,KARIM,8704
99581,KARIMA,1459
99594,KARIN,820
99595,KARINA,474
99598,KARINE,17920
99607,KARINNE,131
99625,KARL,2131
99693,KAROL,165
99707,KAROLINA,160
100007,KATARINA,125
100014,KATARZYNA,370
100029,KATE,210
100043,KATELL,376
100068,KATHARINA,202
100095,KATHERINE,580
100102,KATHIA,189
100119,KATHLEEN,577
100134,KATHRYN,209
100137,KATHY,612
100145,KATIA,4469
100160,KATIE,190
100201,KATJA,114
100234,KATRIN,110
100280,KATTY,143
100300,KATY,885
100411,KAY,127
100511,KAZIM,126
100797,KEITH,367
100900,KELLY,1509
100926,KELTOUM,129
100953,KEMAL,399
101022,KEN,267
101030,KENAN,257
101125,KENNETH,414
101137,KENNY,377
101185,KENZA,259
101333,KERIM,112
101434,KERSTIN,108
101645,KETTY,590
101682,KEVIN,15298
101825,KHADIDJA,182
101835,KHADIJA,1030
101886,KHADY,134
101959,KHALED,1663
101978,KHALID,2068
101983,KHALIFA,275
101988,KHALIL,581
102177,KHAN,142
102189,KHANH,124
102427,KHEDIDJA,230
102463,KHEIRA,592
102497,KHELIFA,310
102528,KHEMAIS,135
103172,KILIAN,160
103190,KILLIAN,273
103218,KIM,1451
103234,KIMBERLEY,180
103914,KLAUS,425
103935,KLEBER,1634
103940,KLEBERT,159
104210,KODJO,135
104243,KOFFI,271
104319,KOKOU,112
104537,KONRAD,119
104756,KOSSI,109
104883,KOUASSI,107
104963,KOUIDER,271
105342,KRIKOR,132
105427,KRISTEL,212
105429,KRISTELL,213
105451,KRISTINA,263
105561,KRYSTEL,137
105584,KRYSTYNA,119
105603,KRZYSZTOF,397
105769,KUMAR,146
105931,KURT,323
106212,LA,454
106601,LADISLAS,313
106682,LAETICIA,288
106688,LAETITIA,17547
106904,LAHBIB,170
106913,LAHCEN,1564
106914,LAHCENE,378
106996,LAHOUARI,367
107004,LAHOUCINE,636
107025,LAHOUSSINE,147
107038,LAHSEN,134
107077,LAID,549
107106,LAILA,652
107238,LAKDAR,206
107261,LAKHDAR,891
107481,LAM,128
107543,LAMBERT,699
107617,LAMIA,353
107632,LAMINE,820
107712,LAMRI,111
107735,LAN,334
107757,LANCELOT,107
107829,LANDRY,556
107859,LANG,106
108157,LARA,579
108186,LARBI,1574
108271,LARISSA,250
108352,LARRY,178
108353,LARS,101
108456,LASSAAD,198
108465,LASSANA,178
108513,LASZLO,163
108568,LATIFA,709
108750,LAURA,10744
108769,LAURANNE,140
108773,LAURE,17028
108791,LAUREEN,311
108811,LAURELINE,260
108820,LAUREN,505
108824,LAURENCE,32664
108843,LAURENE,725
108855,LAURENT,75947
108871,LAURENTIU,114
108888,LAURETTE,1120
108898,LAURIANE,1103
108900,LAURIANNE,503
108910,LAURIE,2489
108928,LAURINE,741
108964,LAURY,428
109153,LAWRENCE,280
109181,LAYACHI,144
109210,LAYLA,114
109243,LAZARE,673
109270,LAZHAR,319
109328,LE,909
109329,LEA,7301
109366,LEANDRE,942
109372,LEANDRO,159
109648,LEE,421
109763,LEGER,126
109915,LEILA,2472
110207,LENA,784
110212,LENAIC,151
110214,LENAIG,120
110313,LENNY,107
110346,LENY,117
110350,LEO,3322
110362,LEOCADIE,286
110405,LEON,29563
110406,LEONA,166
110409,LEONARD,2488
110417,LEONARDO,446
110424,LEONCE,1952
110441,LEONE,3099
110444,LEONEL,380
110473,LEONIDE,159
110483,LEONIE,2627
110502,LEONNE,281
110513,LEONOR,211
110516,LEONORE,155
110530,LEONTINE,1366
110552,LEOPOLD,3012
110558,LEOPOLDINE,167
110810,LESLEY,235
110813,LESLIE,2036
110819,LESLY,159
110897,LESZEK,104
110949,LETICIA,155
110964,LETIZIA,106
111090,LEVENT,102
111141,LEVY,116
111158,LEWIS,172
111198,LEYLA,169
111400,LI,226
111401,LIA,139
111446,LIANE,127
111691,LIDIA,399
111723,LIDWINE,148
111764,LIEN,149
111938,LILA,484
111948,LILAS,121
111965,LILI,157
111966,LILIA,415
111970,LILIAN,2025
111971,LILIANA,393
111972,LILIANE,15338
111977,LILIANNE,187
112053,LILY,246
112121,LIN,341
112122,LINA,1611
112149,LINDA,4000
112189,LINDSAY,438
112191,LINDSEY,104
112197,LINE,2741
112213,LINETTE,138
112271,LINH,123
112315,LINO,553
112386,LIONEL,20879
112403,LIONNEL,456
112507,LISA,2604
112542,LISBETH,139
112555,LISE,3757
112589,LISETTE,749
112602,LISIANE,271
112633,LISON,139
112788,LIVIA,290
112814,LIVIO,276
112816,LIVIU,143
112884,LIZA,170
113066,LLOYD,120
113096,LO,265
113103,LOAN,205
113149,LOC,198
113272,LOETITIA,281
113296,LOFTI,132
113302,LOGAN,234
113365,LOIC,14486
113371,LOICK,167
113401,LOIS,358
113472,LOLA,774
113492,LOLITA,620
113591,LONG,238
113695,LOPES,107
113696,LOPEZ,127
113763,LOREDANA,154
113797,LORENA,207
113804,LORENE,356
113832,LORENZO,804
113844,LORETTE,233
113862,LORIANE,154
113896,LORIS,406
113940,LORRAINE,793
114033,LOTFI,920
114080,LOU,1011
114151,LOUBNA,277
114238,LOUI,397
114283,LOUIS,159379
114284,LOUISA,1166
114297,LOUISE,34942
114306,LOUISETTE,3248
114317,LOUISIANE,122
114337,LOUISON,167
114361,LOUIZA,186
114418,LOUNES,356
114425,LOUNIS,196
114436,LOUP,824
114457,LOURDES,261
114718,LU,156
114818,LUC,38060
114819,LUCA,499
114828,LUCAS,3483
114832,LUCAY,150
114851,LUCE,1948
114881,LUCETTE,8980
114900,LUCI,148
114901,LUCIA,1278
114903,LUCIAN,217
114904,LUCIANA,226
114913,LUCIANO,770
114924,LUCIE,17990
114931,LUCIEN,57268
114939,LUCIENNE,16664
114964,LUCILE,3653
114973,LUCILLE,838
114983,LUCINDA,171
115003,LUCIO,177
115051,LUCRECE,145
115071,LUCY,502
115140,LUDIVINE,3890
115157,LUDMILA,144
115160,LUDMILLA,195
115190,LUDOVIC,20765
115235,LUDWIG,492
115340,LUIGI,1830
115365,LUIS,4399
115366,LUISA,509
115392,LUIZ,163
115412,LUKASZ,188
115416,LUKE,119
115634,LURDES,134
115864,LUZ,194
115921,LY,293
115968,LYAZID,121
116007,LYDIA,4258
116013,LYDIE,9084
116046,LYES,418
116080,LYLIAN,127
116082,LYLIANE,420
116116,LYNDA,914
116131,LYNE,316
116144,LYNN,235
116149,LYNNE,114
116171,LYONEL,214
116215,LYSE,209
116226,LYSIANE,1303
116325,MA,1204
116354,MAAMAR,257
116506,MABROUK,433
116660,MACIEJ,136
116789,MADANI,285
116826,MADDY,106
116850,MADELAINE,237
116852,MADELE,111
116853,MADELEI,112
116859,MADELEINE,34846
116880,MADELINE,250
116940,MADI,288
117029,MADISON,133
117059,MADJID,775
117175,MADY,226
117225,MAEL,808
117258,MAELLE,788
117271,MAELYS,143
117308,MAEVA,2032
117396,MAGALI,11136
117398,MAGALIE,3328
117409,MAGALY,413
117448,MAGDA,186
117456,MAGDALENA,730
117477,MAGDELEINE,527
117536,MAGGY,388
117559,MAGID,104
117593,MAGLOIRE,226
117713,MAGUY,703
117774,MAHAMADOU,425
117880,MAHDI,390
117941,MAHER,345
117976,MAHFOUD,373
118047,MAHJOUB,136
118084,MAHMOOD,110
118085,MAHMOUD,1272
118102,MAHMUT,271
118171,MAHREZ,110
118236,MAI,358
118237,MAIA,192
118280,MAIDER,106
118399,MAILYS,356
118420,MAIMOUNA,193
118475,MAIRE,135
118527,MAITE,1245
118569,MAIWENN,144
118600,MAJDA,117
118640,MAJID,445
118799,MAKHLOUF,250
118858,MAKLOUF,157
118903,MAKRAM,132
119094,MALCOLM,237
119129,MALEK,595
119186,MALGORZATA,302
119223,MALICK,308
119247,MALIK,1464
119248,MALIKA,3105
119363,MALLORY,191
119380,MALO,190
119401,MALORIE,156
119403,MALORY,130
119460,MALVINA,349
119493,MAMA,170
119512,MAMADOU,2261
119593,MAME,118
119678,MAMODE,153
119708,MAMOUDOU,135
119758,MAMY,102
119760,MAN,147
120011,MANDY,405
120031,MANEL,112
120070,MANFRED,416
120380,MANOEL,186
120427,MANON,4531
120560,MANSOUR,583
120647,MANUEL,24027
120648,MANUELA,1570
120658,MANUELLA,904
120659,MANUELLE,398
120867,MAR,1313
120868,MARA,123
120978,MARC,86332
121004,MARCE,385
121008,MARCEAU,2690
121015,MARCEL,119240
121016,MARCELA,166
121032,MARCELIN,573
121034,MARCELINE,801
121037,MARCELINO,156
121043,MARCELL,108
121044,MARCELLA,121
121045,MARCELLE,25192
121058,MARCELLIN,849
121060,MARCELLINE,714
121066,MARCELLO,219
121076,MARCELO,199
121149,MARCIA,138
121176,MARCIN,243
121202,MARCO,1737
121218,MARCOS,248
121239,MARCUS,238
121287,MARDOCHE,140
121288,MARDOCHEE,202
121337,MAREK,415
121387,MAREVA,102
121428,MARGARET,1261
121429,MARGARETA,103
121431,MARGARETH,243
121432,MARGARETHA,120
121439,MARGARIDA,168
121445,MARGARITA,282
121458,MARGAUX,2179
121514,MARGOT,1479
121555,MARGUERIT,100
121558,MARGUERITE,23281
121571,MARGUERITTE,396
121608,MARI,1357
121609,MARIA,26671
121653,MARIAM,537
121654,MARIAMA,366
121663,MARIAME,295
121672,MARIAN,869
121673,MARIANA,561
121677,MARIANE,421
121702,MARIANNA,184
121704,MARIANNE,6559
121710,MARIANNICK,225
121719,MARIANO,682
121822,MARIE,417607
121876,MARIEKE,102
121879,MARIEL,110
121894,MARIELLE,2658
121907,MARIEM,142
121913,MARIEN,171
121952,MARIETTA,127
121953,MARIETTE,1237
121989,MARIJA,109
122006,MARIKA,293
122025,MARILENE,134
122067,MARILYN,896
122068,MARILYNE,1399
122084,MARIN,863
122085,MARINA,5178
122095,MARINE,10023
122114,MARINETTE,2321
122134,MARINO,357
122145,MARIO,7811
122157,MARION,13565
122178,MARIS,143
122179,MARISA,248
122186,MARISE,176
122249,MARIUS,15643
122253,MARIUSZ,223
122345,MARJOLAINE,734
122358,MARJORIE,3786
122364,MARJORY,171
122368,MARK,1444
122396,MARKO,158
122402,MARKUS,205
122423,MARLENE,4824
122462,MARLON,108
122491,MARLYSE,327
122604,MAROUAN,100
122606,MAROUANE,276
122665,MARQUES,110
122774,MARTA,626
122805,MARTHA,438
122806,MARTHE,11352
122836,MARTIAL,8615
122870,MARTIN,8733
122871,MARTINA,316
122877,MARTINE,50629
122893,MARTINEZ,119
122896,MARTINHO,104
122906,MARTINO,104
122914,MARTINS,169
123015,MARVIN,698
123029,MARWAN,199
123048,MARY,2994
123051,MARYAM,199
123055,MARYAN,102
123070,MARYANNICK,192
123123,MARYLENE,2557
123129,MARYLIN,258
123130,MARYLINE,4962
123135,MARYLISE,419
123144,MARYLOU,103
123155,MARYNE,119
123178,MARYSE,14324
123210,MARYVONNE,5251
123586,MASSIMILIANO,106
123589,MASSIMO,372
123597,MASSINISSA,166
123803,MATEO,184
123875,MATHIAS,3202
123884,MATHIEU,20083
123895,MATHILDA,117
123896,MATHILDE,10556
123914,MATHIS,253
123942,MATHURIN,855
